CaseID,"1a. Visit small towns (other than your own) for shopping, dining, sightseeing or similar activities",1b. Take recreational drives through the countryside,1c. Go to a rural area (other than your own) to visit friends or relatives,"1d. Go to a rural area (other than your own) for outdoor recreation such as walking/hiking, biking, fishing, hunting, etc",1e. Visit a farm for shopping or recreation,1f. Shop at farmers markets,"1g. Visit state or county parks, recreation areas, or preserves",2a. Hunting,2b. Fishing,2c. Boating,2d. Hiking/walking in natural areas,2e. Camping,2f. Bicycling on a trail,"2g. Off-road recreational vehicle use (ATV, snowmobile, etc.)",2h. Viewing/photographing birds and other wildlife,"2i. Swimming in lakes, streams, ponds, etc.","2j. Hunting mushrooms, berries, or other wild edibles",2a. Hunting 2,2b. Fishing 2,2c. Boating 2,2d. Hiking/walking in natural areas 2,2e. Camping 2,2f. Bicycling on a trail 2,"2g. Off-road recreational vehicle use (ATV, snowmobile, etc.) 2",2h. Viewing/photographing birds and other wildlife 2,"2i. Swimming in lakes, streams, ponds, etc. 2","2j. Hunting mushrooms, berries, or other wild edibles 2",2a. Hunting 3,2b. Fishing 3,2c. Boating 3,2d. Hiking/walking in natural areas 3,2e. Camping 3,2f. Bicycling on a trail 3,"2g. Off-road recreational vehicle use (ATV, snowmobile, etc.) 3",2h. Viewing/photographing birds and other wildlife 3,"2i. Swimming in lakes, streams, ponds, etc. 3","2j. Hunting mushrooms, berries, or other wild edibles 3",Number of recreational activities participated in,3. Do you currently live on a farm?,"4. Have you ever lived on a farm, either as a child or adult?",5. Did you visit a farm regularly during your childhood?,6. Do any of your close family members or friends currently farm?,7. Have you ever farmed as an occupation?,8. Are you a member of a community supported agriculture (CSA) group?,9. Do you shop at farmers markets on a regular basis during the warmer months?,"10. Have you participated in any environmental improvement projects, such as stream clean-up, roadside litter removal, or similar activities in the past 5 years?",11. Do you belong to any local conservation or environmental organizations?,12. Do you consider yourself to be actively involved in any local conservation or environmental organizations?,13. Do you belong to any state or national conservation or environmental organizations?,"14.  Thinking specifically about the ìenvironmental movement,î do you think of yourself as:","15a. Increasing public access to natural areas for recreation (hiking, biking, a  swimming, fishing, hunting, etc.)",15b. Beautification of the landscape,15c. Increasing crop production,15d. Increasing livestock production,15e. Improving flood control,15f. Protecting drinking water quality,15g. Protecting water quality for swimming/boating,15h. Protecting water quality for aquatic life,15i. Restoring native prairie,15j. Restoring wetlands,15k.Reducing greenhouse gases (carbon sequestration),15l. Increasing rural job opportunities,15m. Increasing tourism opportunities,15n. Improving game wildlife habitat,15o. Improving non-game wildlife habitat,15p. Other,16a. Iowa farmers are doing a good job of minimizing the environmental impacts of farming,16a. Iowa farmers are doing a good job of minimizing the environmental impacts of farming (reverse coded),16b. Farmland owners should not have to consider the interests of the general public when making management decision,16c. Farmland use should be regulated to ensure that it does not negatively impact the general public,16c. Farmland use should be regulated to ensure that it does not negatively impact the general public (reverse coded),16d. Farmland owners have a responsibility to maintain some native habitat such as prairie,16e. Iowa agriculture has some negative impactson the environment.,16f. Iowa farmers should do more to decrease the environmental impact of farming,16g. Iowa farmland is private property and owners should be free to manage it however they want,16h. Iowa farmland should be managed with the interests of the general public in mind.,16h. Iowa farmland should be managed with the interests of the general public in mind (reverse coded),16i. State and federal agencies should do more to help farmers decrease the environmental impact of farming,16j. State and federal agencies should do more to help farmers increase wildlife habitat on their land,16k. State and federal agencies should support and promote multi-purpose agriculture.,16l. State agencies cannot be trusted to efficiently address environmental issues related to agriculture,17a. Wetland loss,17b. Loss of native prairie,17c. Loss of wildlife habitat in general,17d. Water pollution from crop production,17e. Water pollution from livestock production,17f. Water pollution from septic systems,17g. Water pollution from municipal wastewater systems,17h. Water pollution from industry,17i. Nutrient overload in Iowa lakes and streams,17j. Iowaís contribution to the ìdead zoneî in the Gulf of Mexico,17k. Soil erosion,17l. Loss of soil fertility,17m. Air pollution from crop production,17n. Air pollution from livestock production,17o. Air pollution from industry,17p. Air pollution from power plants,17q. Extreme rain events becoming more common,17r. Increased risk of flooding,17s. Increased risk of drought,"18a. If a referendum were held to ask Iowa voters whether or not the targeted conservation approach should be implemented in Iowa, would you vote yes or no?","18a. If a referendum were held to ask Iowa voters whether or not the targeted conservation approach should be implemented in Iowa, would you vote yes or no? (Q18a=1 and Q18a=3 Combined)","18b.  IF Q18a = YES, please circle the amount you would be willing to pay each year to targeted conservation funding through methods like taxes (sales, income, property), license plate fees, or voluntary contributions","18b.  IF Q18a = YES, please circle the amount you would be willing to pay (Q18a=2 and Q18b=0 recoded to 88 (n=5))","18b.  IF Q18a = YES, please circle the amount you would be willing to pay (Recoded to include those who voted ""no"")",20a. Targeted conservation is a good idea because resources are limited and should be spent where they have the most impact,20b. Conservation funding should be higher for land that is most vulnerable to soil and water quality problems,20c. Farmland owners should be wholly responsible for paying for conservation on their land,20d. Current conservation programs are sufficient.,20e. I do not believe that tax dollars should be used for conservation.,20f. I favor targeted conservation but believe that current funding should be redirected for this purpose,20g. There are more pressing priorities for our tax dollars.,20h. Commodity groups should pay for conservation.,21a. I volunteer regularly in church or community organizations.,21b. I am actively involved in working with others to solve problems in my community,21c. I participate in efforts to benefit the environment in my community,22. Are you male or female?,23. What is your age?,24. What is the highest level of education you have completed?,25. Do you have children (age 18 or younger) who live with you?,26. Which of the following best describes where you live?,27. Which category best represents your 2010 pre-tax total gross household income?,28. What percent of your total net household income comes from farming or farmland rental?,Location,Q18a_2 = 1 (FILTER),HabitatScale,WaterScale,SoilScale,AirScale,ClimateScale,COMPUTE q15WQScale=(Q15f + Q15h + Q15e + Q15g)/4,COMPUTE q15TerraHabScale=(Q15n + Q15o + Q15j + Q15i)/4,COMPUTE q15RecEconScale=(Q15l + Q15m + Q15b + Q15a)/4,COMPUTE q15FoodFiberScale=(Q15c + Q15d)/2
11192,Occasionally,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,6,15,3,20,4,2,Never,3,6,20,6,15,3,20,4,2,Never,3,6,20,Participate in activity,Participate in activity,Participate in activity,Participate in activity,Participate in activity,Participate in activity,Do not participate in activity,Participate in activity,Participate in activity,Participate in activity,9,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,High Priority,Very High Priority,Very High Priority,Very High Priority,High Priority,High Priority,High Priority,High Priority,Moderate Priority,High Priority,High Priority,High Priority,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Slightly Concerned,Slightly Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Concerned,Concerned,Slightly Concerned,Slightly Concerned,Slightly Concerned,Concerned,Concerned,Concerned,Concerned,Slightly Concerned,9,9,99,99,,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Male,42,Less than high school,No,"Metropolitan area of 50,000 people or more","$25,000 up to $50,000",None,4-County,,2.3333333333,3.5714285714,2.5,2.5,,4.75,4,3.25,3
20014,Occasionally,9,Occasionally,Occasionally,Seldom,Seldom,Occasionally,Never,7,3,Never,Never,Never,Never,15,Never,2,Never,7,3,Never,Never,Never,Never,15,Never,2,Do not participate in activity,Participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Participate in activity,4,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Neutral or have no opinion about the environmental movement.,Moderate Priority,Moderate Priority,High Priority,High Priority,Very High Priority,Very High Priority,Moderate Priority,Very High Priority,High Priority,Very High Priority,Very High Priority,Moderate Priority,Moderate Priority,Moderate Priority,High Priority,8,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Slightly Concerned,Slightly Concerned,Concerned,Slightly Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Slightly Concerned,Very Concerned,Slightly Concerned,Concerned,Not Concerned,Not Concerned,Very Concerned,Concerned,Slightly Concerned,Not Concerned,Not Concerned,9,9,99,99,,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Female,73,High school graduate (or equivalent),No,"City of 10,000 to 50,000 people","Less than $25,000",None,Statewide,,2.3333333333,3.1428571429,2.5,2.25,,4.5,4,3,4
20017,Never,Never,Occasionally,Never,Never,Seldom,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,0,No,Yes,No,No,Yes,Yes,No,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",Moderate Priority,No Priority,No Priority,No Priority,No Priority,High Priority,High Priority,High Priority,High Priority,High Priority,No Priority,Moderate Priority,No Priority,High Priority,High Priority,8,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Slightly Concerned,Concerned,Concerned,Slightly Concerned,Slightly Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,9,9,99,99,,9,9,9,9,9,9,9,9,9,9,9,Female,63,High school graduate (or equivalent),Yes,9,9,None,Statewide,,3,2.8571428571,3,2.5,,3.25,4,2,1
20021,Seldom,Occasionally,Occasionally,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Neutral or have no opinion about the environmental movement.,Moderate Priority,Moderate Priority,Very High Priority,Very High Priority,High Priority,High Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Slight Priority,High Priority,Moderate Priority,Moderate Priority,Slight Priority,8,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Not Concerned,Not Concerned,Not Concerned,Slightly Concerned,Slightly Concerned,Not Concerned,Not Concerned,Slightly Concerned,Slightly Concerned,Not Concerned,Slightly Concerned,Slightly Concerned,Not Concerned,Not Concerned,Concerned,Concerned,Slightly Concerned,Slightly Concerned,Concerned,9,9,99,99,,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Male,55,Bachelor's degree,No,Farm or acreage,"$250,000 or more",76% to 100% from farming or farmland rental,Statewide,,1,1.5714285714,2,2,,3.5,2.75,3.25,5
20025,Occasionally,Frequently,Occasionally,Occasionally,Seldom,Occasionally,Occasionally,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Agree,Agree,Disagree,Agree,Agree,Agree,9,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Slightly Concerned,Concerned,Concerned,Slightly Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Very Concerned,9,9,99,99,,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,76,Some college and/or technical training (no Bachelor's degree),No,"Town of 5,000 to 10,000 people","$25,000 up to $50,000",None,Statewide,,2.6666666667,2.8571428571,3,3.75,,,,,
20034,Occasionally,Occasionally,Never,Occasionally,Never,Seldom,Frequently,Never,Never,1,"Many times, too many to count, every weekend, etc.",2,"Many times, too many to count, every weekend, etc.",Never,Never,Never,4,Never,Never,1,350,2,200,Never,Never,Never,4,Do not participate in activity,Do not participate in activity,Participate in activity,Participate in activity,Participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,5,No,Yes,No,No,No,No,Yes,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",Very High Priority,Slight Priority,High Priority,High Priority,High Priority,High Priority,Moderate Priority,High Priority,High Priority,High Priority,Moderate Priority,High Priority,Moderate Priority,High Priority,High Priority,8,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Slightly Concerned,Slightly Concerned,Slightly Concerned,Slightly Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Not Concerned,9,9,99,99,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Female,51,Some college and/or technical training (no Bachelor's degree),No,"Metropolitan area of 50,000 people or more","Less than $25,000",None,Statewide,,2,3,4,3,,3.75,4,3.5,4
20042,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,999,999,999,3,1,999,999,999,999,999,999,999,999,3,1,999,999,999,999,999,,,,Participate in activity,Participate in activity,,,,,,,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,9,Slight Priority,Slight Priority,Moderate Priority,Moderate Priority,High Priority,High Priority,High Priority,High Priority,Slight Priority,Slight Priority,Slight Priority,Slight Priority,Slight Priority,Moderate Priority,Moderate Priority,8,Strongly Agree,Strongly Agree,Strongly Agree,9,9,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,9,9,9,9,9,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Slightly Concerned,9,Not Concerned,Not Concerned,Slightly Concerned,Slightly Concerned,9,9,9,9,9,99,99,,9,9,9,9,9,9,9,9,9,9,9,Female,65,High school graduate (or equivalent),No,Farm or acreage,"$25,000 up to $50,000",None,Statewide,,,3,,1.5,,4,2.5,2,3
20053,Occasionally,Seldom,Seldom,Seldom,Never,Occasionally,Occasionally,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,9,No Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,High Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,No Priority,No Priority,Slight Priority,Slight Priority,Slight Priority,8,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Concerned,Slightly Concerned,Slightly Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Not Concerned,Concerned,Concerned,Slightly Concerned,Slightly Concerned,Concerned,Slightly Concerned,Slightly Concerned,Concerned,Concerned,9,9,99,99,,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Female,65,Some college and/or technical training (no Bachelor's degree),No,"Metropolitan area of 50,000 people or more","$250,000 or more",1% to 10%,Statewide,,2,2.7142857143,3,2.25,,3.25,2.5,1.75,3
20105,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,1,Never,Never,2,Never,Never,Never,2,Never,Never,1,Never,Never,2,Never,Never,Never,2,Never,Never,Participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,"Sympathetic toward the environmental movement, but not activ",Moderate Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,Very High Priority,High Priority,High Priority,High Priority,8,9,9,Strongly Disagree,9,9,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,9,9,99,99,,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Male,64,High school graduate (or equivalent),No,"Town of less than 5,000 people","$50,000 up to $75,000",None,Statewide,,3,4,3.5,3,,4,4,4,4
20106,Seldom,Seldom,Seldom,Seldom,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,0,No,No,Yes,No,No,No,No,No,No,No,No,Neutral or have no opinion about the environmental movement.,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,High Priority,Moderate Priority,Moderate Priority,Moderate Priority,High Priority,Very High Priority,Very High Priority,Very High Priority,8,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Slightly Concerned,Slightly Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,9,Concerned,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Very Concerned,9,9,99,99,,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Female,51,Some college and/or technical training (no Bachelor's degree),Yes,"Metropolitan area of 50,000 people or more","$25,000 up to $50,000",None,Statewide,,2.3333333333,,3,3.5,,4,4,4.25,4
20127,Occasionally,Occasionally,Occasionally,Occasionally,Seldom,Occasionally,Occasionally,Never,20,Never,2,4,Never,Never,1,Never,Never,Never,20,Never,2,4,Never,Never,1,Never,Never,Do not participate in activity,Participate in activity,Do not participate in activity,Participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,4,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Neutral or have no opinion about the environmental movement.,High Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,High Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,8,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Slightly Concerned,Slightly Concerned,Slightly Concerned,Concerned,Slightly Concerned,Slightly Concerned,Not Concerned,Slightly Concerned,Not Concerned,Not Concerned,Slightly Concerned,Slightly Concerned,Not Concerned,Slightly Concerned,Slightly Concerned,Slightly Concerned,Slightly Concerned,Slightly Concerned,Slightly Concerned,9,9,99,99,,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Female,62,High school graduate (or equivalent),No,"Town of less than 5,000 people","Less than $25,000",None,Statewide,,2,1.7142857143,2,1.75,,3.25,3,3.25,3
20131,Occasionally,Occasionally,Occasionally,Occasionally,Seldom,Occasionally,Occasionally,Never,2,Never,2,Never,Never,Never,2,Never,Never,Never,2,Never,2,Never,Never,Never,2,Never,Never,Do not participate in activity,Participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,3,No,No,No,Yes,No,No,No,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",High Priority,High Priority,High Priority,High Priority,Very High Priority,Very High Priority,High Priority,Very High Priority,High Priority,Very High Priority,Very High Priority,Very High Priority,Very High Priority,Moderate Priority,Very High Priority,8,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Concerned,Concerned,Concerned,9,9,99,99,,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Female,68,Bachelor's degree,No,"Metropolitan area of 50,000 people or more",9,None,Statewide,,3,3.8571428571,3,3.5,,4.75,4.25,4.5,4
20137,Occasionally,Occasionally,Frequently,Occasionally,Seldom,Occasionally,Frequently,Never,Never,Never,Never,10,Never,Never,Never,Never,Never,Never,Never,Never,Never,10,Never,Never,Never,Never,Never,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,1,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",Moderate Priority,Moderate Priority,High Priority,Moderate Priority,Very High Priority,Very High Priority,Very High Priority,Very High Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Very High Priority,High Priority,Moderate Priority,8,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Concerned,Concerned,Not Concerned,Concerned,Concerned,Concerned,Very Concerned,Very Concerned,Slightly Concerned,Concerned,Very Concerned,Concerned,9,9,99,99,,Agree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Male,55,Some college and/or technical training (no Bachelor's degree),No,Farm or acreage,"$50,000 up to $75,000",None,Statewide,,3,3.1428571429,3,3.25,,5,3.25,3.5,3.5
20191,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Never,10,Never,2,8,Never,Never,4,Never,4,Never,10,Never,2,8,Never,Never,4,Never,4,Do not participate in activity,Participate in activity,Do not participate in activity,Participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Participate in activity,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9,High Priority,Very High Priority,High Priority,High Priority,Very High Priority,Very High Priority,High Priority,Very High Priority,High Priority,High Priority,Very High Priority,Very High Priority,High Priority,Very High Priority,Very High Priority,8,9,9,9,Strongly Agree,Strongly Agree,Agree,9,9,9,9,9,9,9,9,9,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,9,9,99,99,,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,9,9,Agree,Agree,Strongly Agree,Female,71,Some college and/or technical training (no Bachelor's degree),No,"Town of less than 5,000 people","$25,000 up to $50,000",51% to 75%,Statewide,,4,3.8571428571,4,3.25,,4.75,4.5,4.5,4
20228,Seldom,Seldom,Seldom,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,2,Never,Never,Never,Never,Never,Never,Never,Never,Never,2,Never,Never,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Do not participate in activity,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",Moderate Priority,Moderate Priority,High Priority,High Priority,Very High Priority,Very High Priority,High Priority,Very High Priority,High Priority,High Priority,Very High Priority,High Priority,High Priority,High Priority,High Priority,8,Agree,Agree,Agree,Agree,Agree,Neutral,9,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Concerned,Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Very Concerned,Concerned,Very Concerned,Very Concerned,9,9,99,99,,Agree,Agree,Disagree,Agree,9,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Female,79,High school graduate (or equivalent),No,"City of 10,000 to 50,000 people","$25,000 up to $50,000",None,Statewide,,3.3333333333,4,4,4,,4.75,4,3.5,4
20249,Never,Never,Frequently,Seldom,Never,Never,Occasionally,Never,2,10,2,7,Never,1,Never,1,1,Never,2,10,2,7,Never,1,Never,1,1,Do not participate in activity,Participate in activity,Participate in activity,Participate in activity,Participate in activity,Do not participate in activity,Participate in activity,Do not participate in activity,Participate in activity,Participate in activity,7,No,Yes,Yes,Yes,No,No,No,No,No,No,No,9,Moderate Priority,Slight Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,Moderate Priority,8,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,Concerned,9,9,99,99,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Male,49,Some college and/or technical training (no Bachelor's degree),Yes,"Town of less than 5,000 people","$250,000 or more",26% to 50%,Statewide,,3,3,3,3,,3,3,2.75,3
20259,Occasionally,Seldom,Seldom,Never,Never,Frequently,Seldom,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,"Sympathetic toward the environmental movement, but not activ",No Priority,Moderate Priority,No Priority,Moderate Priority,High Priority,High Priority,High Priority,Moderate Priority,Slight Priority,Slight Priority,Moderate Priority,High Priority,High Priority,Moderate Priority,No Priority,8,Agree,Agree,Disagree,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Female,84,Less than high school,No,"Town of 5,000 to 10,000 people",9,None,Statewide,,,,,,,3.75,2,3,2
